Airline,Departure_Airport,Arrival_Airport,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Departure_Hour,Departure_Day,Departure_Weekday,Departure_Month
united,jfk,den,312,delayed,1055,445.47,73,male,medium,business,business,2,none,online,8.5,14.0,39,0,0,window,13,17,2,5
delta,jfk,dfw,142,on-time,1160,355.43,38,male,medium,family,premium economy,0,none,online,10.0,7.0,20,0,0,window,0,26,1,12
united,lax,atl,203,on-time,1454,370.39,24,male,low,emergency,premium economy,2,gold,airport kiosk,8.0,12.0,114,0,1,aisle,7,4,0,12
united,lax,jfk,274,on-time,1259,315.86,51,female,high,leisure,economy,0,silver,online,5.9,6.0,74,0,0,window,16,8,4,12
jetblue,lax,atl,165,on-time,1367,388.15,33,male,medium,emergency,economy,2,platinum,online,7.2,10.0,7,1,0,middle,19,14,0,10
southwest,dfw,lax,185,on-time,899,232.16,50,female,low,business,economy,1,none,online,8.7,2.0,91,0,0,middle,5,19,5,4
united,sea,ord,174,on-time,1247,376.35,53,female,low,family,economy,0,none,mobile app,6.8,1.0,93,0,0,aisle,18,8,6,10
united,lax,ord,215,on-time,512,483.5,73,male,low,business,business,0,none,airport kiosk,7.8,22.0,25,1,0,window,7,29,2,5
jetblue,sea,jfk,96,on-time,937,470.38,52,male,low,family,premium economy,3,none,online,7.5,6.0,14,0,0,window,13,4,5,1
southwest,dfw,jfk,228,on-time,1160,333.26,63,male,medium,family,economy,0,gold,online,7.8,5.0,49,0,1,aisle,4,15,0,1
united,sfo,sfo,179,on-time,1923,240.97,65,male,medium,emergency,economy,2,platinum,airport kiosk,4.2,3.0,12,0,0,middle,6,6,3,6
delta,jfk,jfk,190,on-time,692,373.89,67,female,medium,emergency,economy,0,gold,mobile app,7.6,25.0,3,0,0,middle,19,11,3,4
jetblue,jfk,ord,157,on-time,1248,143.45,22,female,low,family,business,0,none,online,5.9,1.0,8,0,0,middle,15,11,0,3
united,lax,sfo,358,on-time,1118,336.55,27,male,medium,leisure,first,1,none,online,7.9,35.0,86,0,0,aisle,0,29,6,10
jetblue,dfw,atl,172,on-time,1326,362.31,23,female,medium,emergency,business,1,silver,airport kiosk,9.0,20.0,96,0,0,aisle,16,7,6,5
delta,lax,dfw,158,cancelled,1379,441.57,50,male,medium,business,economy,1,gold,desk,7.6,10.0,23,0,0,aisle,1,21,3,3
southwest,den,den,151,on-time,977,373.41,59,female,medium,leisure,economy,0,gold,desk,7.1,8.0,118,0,0,middle,12,12,0,8
american airlines,atl,ord,142,on-time,1237,348.17,34,male,medium,emergency,economy,0,none,online,7.8,2.0,119,0,0,aisle,7,15,4,12
united,den,sea,145,on-time,1186,140.16,36,male,medium,business,economy,3,none,desk,7.4,3.0,40,0,0,window,21,19,2,7
jetblue,ord,dfw,193,on-time,1204,287.3,44,female,low,emergency,economy,1,gold,desk,5.9,4.0,26,0,0,window,12,1,0,7
jetblue,ord,lax,92,on-time,1954,422.24,34,male,medium,business,economy,0,none,airport kiosk,6.9,58.0,72,1,0,aisle,13,1,4,3
united,atl,den,326,on-time,744,361.42,27,male,high,leisure,economy,1,none,airport kiosk,7.3,11.0,115,0,0,aisle,3,15,6,9
delta,den,lax,278,on-time,298,276.66,77,female,medium,emergency,business,0,none,desk,7.5,23.0,18,0,0,aisle,9,4,3,5
american airlines,lax,sfo,134,on-time,1155,319.85,51,female,high,business,economy,1,gold,airport kiosk,7.4,2.0,119,0,0,aisle,3,6,3,3
united,den,jfk,233,on-time,1331,453.41,36,male,high,emergency,economy,0,none,online,4.6,6.0,112,1,0,window,23,1,3,8
jetblue,ord,den,74,on-time,874,393.31,28,male,high,business,premium economy,0,gold,airport kiosk,8.4,12.0,76,1,0,aisle,22,1,5,2
southwest,jfk,jfk,215,delayed,773,542.88,71,female,high,business,first,1,silver,desk,6.4,0.0,92,0,0,window,17,7,2,6
delta,sfo,lax,2,on-time,1244,473.79,42,male,medium,emergency,premium economy,1,none,online,5.8,11.0,47,0,0,aisle,18,17,4,5
jetblue,atl,dfw,192,on-time,1634,429.65,20,female,medium,family,premium economy,1,gold,online,4.3,1.0,9,0,1,aisle,20,7,5,9
southwest,jfk,jfk,214,delayed,1566,393.76,53,male,medium,emergency,economy,2,silver,airport kiosk,5.7,3.0,8,0,0,window,0,5,6,5
american airlines,dfw,lax,258,on-time,1343,318.34,52,female,high,leisure,economy,1,none,desk,7.1,6.0,48,1,1,window,22,4,0,12
jetblue,jfk,ord,149,on-time,936,628.86,40,male,low,leisure,business,1,none,mobile app,7.2,8.0,78,0,0,middle,7,13,2,12
delta,dfw,sfo,249,delayed,1228,209.82,46,male,medium,business,economy,0,silver,desk,6.2,5.0,37,0,0,middle,3,11,1,2
delta,atl,lax,259,on-time,1921,351.06,71,female,low,emergency,premium economy,2,silver,desk,4.9,3.0,86,0,0,middle,14,15,6,9
southwest,sea,jfk,122,on-time,1724,223.25,47,female,high,leisure,economy,1,none,mobile app,7.5,2.0,65,0,0,middle,12,12,4,7
delta,sea,atl,103,on-time,1320,269.04,29,male,low,leisure,premium economy,0,none,online,9.7,17.0,98,0,0,middle,10,22,6,9
delta,sea,jfk,166,cancelled,775,418.72,44,male,low,emergency,economy,0,gold,desk,7.3,8.0,66,0,0,middle,23,22,4,11
united,jfk,sea,234,delayed,1237,382.19,72,male,medium,leisure,economy,1,platinum,airport kiosk,6.4,5.0,22,0,0,middle,3,11,6,6
southwest,sea,lax,240,on-time,1192,277.33,70,male,medium,business,economy,1,none,mobile app,8.7,1.0,92,0,0,aisle,15,27,5,7
united,lax,sfo,189,on-time,1244,294.93,57,male,medium,family,economy,1,none,airport kiosk,6.0,19.0,82,1,0,middle,8,31,4,5
delta,sfo,ord,255,on-time,1233,388.6,73,male,high,leisure,economy,0,gold,desk,5.9,2.0,85,0,0,aisle,20,31,6,3
delta,sfo,sea,132,on-time,768,229.92,20,male,medium,business,economy,1,gold,online,7.3,7.0,37,0,0,aisle,19,25,1,2
southwest,atl,sfo,166,on-time,1128,252.79,75,male,high,business,premium economy,1,silver,online,8.1,1.0,66,0,0,window,0,1,1,8
united,sea,jfk,160,on-time,1296,322.78,54,female,high,leisure,economy,0,gold,desk,7.4,2.0,50,0,0,window,21,27,5,4
united,dfw,ord,131,on-time,882,198.99,29,male,low,leisure,economy,2,none,airport kiosk,6.1,3.0,107,0,0,aisle,0,4,5,1
united,dfw,den,85,on-time,1121,460.37,67,male,high,leisure,premium economy,2,gold,online,7.9,12.0,118,0,0,middle,2,17,3,4
jetblue,lax,sfo,202,on-time,705,438.73,72,female,medium,family,economy,0,none,airport kiosk,8.1,18.0,80,0,1,window,19,6,2,12
southwest,sfo,den,137,on-time,1085,369.36,18,female,low,family,premium economy,2,none,mobile app,7.1,11.0,114,0,0,middle,13,22,4,12
american airlines,lax,ord,244,on-time,739,351.02,45,male,medium,business,business,1,none,airport kiosk,5.3,16.0,96,0,0,aisle,18,29,0,5
southwest,atl,jfk,147,on-time,1071,273.5,56,female,medium,family,business,2,silver,online,9.5,9.0,103,0,1,middle,5,10,2,7
southwest,jfk,dfw,131,delayed,1536,498.14,23,male,medium,business,economy,1,gold,mobile app,6.8,5.0,49,0,0,aisle,15,11,5,1
united,dfw,dfw,215,on-time,725,471.11,26,male,low,family,economy,1,none,desk,7.2,16.0,18,0,1,window,4,13,6,4
jetblue,sfo,jfk,60,delayed,706,498.6,52,female,high,leisure,economy,1,none,airport kiosk,6.1,19.0,116,0,0,aisle,17,18,3,1
delta,dfw,jfk,126,delayed,1172,333.79,37,female,medium,business,economy,4,silver,online,7.4,5.0,44,0,0,aisle,18,1,5,6
southwest,ord,ord,220,on-time,2069,433.23,79,female,low,leisure,economy,0,none,airport kiosk,6.0,8.0,58,0,1,aisle,12,31,2,7
jetblue,ord,jfk,119,on-time,1012,422.24,73,female,high,leisure,economy,0,silver,desk,7.1,27.0,108,0,0,middle,1,3,0,6
american airlines,dfw,jfk,156,on-time,1211,252.79,68,female,high,family,economy,1,none,online,7.2,1.0,88,0,0,aisle,14,7,0,10
american airlines,atl,jfk,151,on-time,1868,527.52,67,female,medium,business,economy,0,silver,desk,8.8,13.0,21,0,0,aisle,23,19,5,10
united,den,sfo,251,on-time,982,415.92,75,male,medium,business,economy,1,silver,mobile app,7.5,2.0,29,0,0,aisle,20,5,5,10
jetblue,sea,ord,235,on-time,818,368.24,22,male,high,leisure,economy,0,none,mobile app,8.6,12.0,106,0,1,aisle,7,22,4,11
american airlines,dfw,lax,140,cancelled,1218,357.13,54,female,high,emergency,economy,3,none,online,5.1,1.0,102,0,0,aisle,18,1,3,6
delta,sfo,jfk,215,on-time,836,409.35,23,female,high,leisure,economy,0,silver,mobile app,8.3,3.0,89,0,0,aisle,6,3,1,12
jetblue,den,sea,138,on-time,1460,342.3,77,female,high,family,economy,3,platinum,desk,6.1,7.0,49,0,0,window,18,17,0,6
united,ord,lax,194,delayed,877,462.76,62,male,medium,emergency,business,1,silver,desk,5.3,1.0,73,0,0,aisle,10,10,0,3
southwest,lax,ord,162,on-time,1093,407.83,56,female,high,emergency,economy,2,gold,mobile app,3.8,14.0,98,0,1,aisle,5,6,3,3
jetblue,jfk,sfo,59,on-time,1384,403.48,18,male,medium,leisure,premium economy,0,none,online,7.9,3.0,3,0,0,window,23,5,6,1
american airlines,atl,lax,305,on-time,982,380.71,64,male,medium,leisure,premium economy,0,none,mobile app,9.0,31.0,59,0,1,aisle,5,29,3,2
delta,sea,atl,153,on-time,677,334.57,44,male,low,emergency,economy,1,none,online,9.2,6.0,18,0,0,aisle,2,7,4,7
american airlines,sea,sfo,167,delayed,1119,277.04,44,male,low,business,economy,0,gold,online,8.0,8.0,10,0,0,middle,7,25,6,6
jetblue,den,lax,259,on-time,1232,315.34,63,female,medium,family,economy,1,none,mobile app,10.0,9.0,67,1,0,aisle,22,24,0,2
united,lax,atl,252,on-time,511,297.28,31,female,low,leisure,premium economy,2,none,mobile app,9.2,6.0,86,0,0,middle,2,10,5,2
delta,dfw,dfw,269,on-time,840,293.44,73,male,medium,family,economy,0,none,mobile app,6.5,7.0,92,0,0,window,8,17,0,3
delta,lax,lax,144,delayed,890,463.96,60,female,medium,family,business,0,platinum,desk,8.0,30.0,8,0,0,aisle,13,16,5,3
delta,dfw,sfo,170,on-time,1266,511.94,29,male,medium,business,business,2,none,airport kiosk,8.2,3.0,0,0,0,middle,23,31,0,3
united,atl,ord,179,on-time,1297,399.1,49,female,high,family,economy,0,none,desk,7.5,0.0,74,0,0,aisle,21,11,0,11
united,atl,lax,141,on-time,665,281.98,50,male,low,leisure,economy,1,gold,mobile app,7.2,8.0,52,0,0,window,16,7,1,11
united,ord,sfo,231,on-time,764,139.04,19,male,high,family,economy,1,none,desk,4.8,2.0,11,0,1,aisle,20,6,2,11
jetblue,dfw,sfo,131,on-time,1018,142.04,44,male,low,emergency,economy,4,platinum,online,6.2,0.0,78,1,0,middle,11,18,5,11
delta,dfw,lax,129,on-time,1086,399.33,26,female,low,business,first,1,none,desk,3.2,0.0,74,0,1,middle,13,20,3,7
american airlines,den,atl,141,on-time,1511,286.16,47,female,medium,emergency,business,0,none,online,10.0,4.0,31,0,0,window,6,11,2,12
southwest,lax,jfk,42,on-time,1034,373.22,68,female,low,leisure,premium economy,3,none,mobile app,7.6,4.0,100,0,0,aisle,10,22,0,5
american airlines,atl,ord,242,on-time,1652,450.96,46,female,medium,leisure,economy,2,none,airport kiosk,5.1,7.0,83,0,1,aisle,6,27,3,6
united,ord,atl,158,on-time,1195,445.28,28,female,medium,family,business,0,none,mobile app,5.6,8.0,69,0,0,aisle,23,4,3,7
jetblue,dfw,dfw,153,on-time,1225,292.64,19,male,low,business,economy,0,silver,desk,4.7,2.0,28,1,0,aisle,11,30,3,1
southwest,sfo,atl,188,on-time,1767,449.22,31,male,medium,business,economy,1,none,online,7.8,20.0,73,0,0,middle,12,31,0,3
united,dfw,sea,176,delayed,1187,274.48,64,male,low,leisure,economy,0,silver,airport kiosk,6.1,3.0,7,0,0,middle,5,9,3,1
jetblue,jfk,sfo,176,on-time,1310,390.93,65,female,low,emergency,business,0,none,desk,7.9,0.0,58,0,0,window,8,28,6,5
american airlines,atl,ord,164,on-time,1446,433.63,48,male,medium,business,economy,0,silver,airport kiosk,4.8,0.0,28,0,0,aisle,19,8,5,3
southwest,dfw,lax,185,on-time,546,488.5,34,male,low,emergency,economy,0,silver,mobile app,5.8,3.0,82,0,0,window,3,13,3,7
american airlines,ord,den,306,on-time,1424,156.33,37,female,low,leisure,premium economy,1,silver,online,8.2,4.0,107,0,0,aisle,9,2,4,6
delta,ord,jfk,185,cancelled,853,182.3,44,male,low,family,premium economy,0,gold,desk,8.1,14.0,108,0,0,middle,7,8,0,1
delta,sfo,sfo,101,delayed,1106,337.25,27,female,low,family,economy,2,none,online,5.2,3.0,72,0,0,aisle,13,14,6,1
united,sea,dfw,166,on-time,1659,447.97,20,male,medium,leisure,economy,1,gold,online,5.7,4.0,38,0,0,middle,15,29,3,8
american airlines,dfw,sfo,245,delayed,1043,431.87,38,male,medium,emergency,economy,3,none,mobile app,6.6,32.0,66,0,0,aisle,0,10,0,7
united,ord,sea,202,on-time,1741,283.55,77,male,medium,family,economy,2,gold,desk,6.0,1.0,62,0,0,aisle,12,22,6,9
delta,den,sfo,141,on-time,1800,303.16,27,male,medium,emergency,economy,1,none,online,8.2,3.0,113,0,0,window,17,31,2,7
jetblue,lax,jfk,149,on-time,932,480.37,65,female,high,leisure,economy,0,none,airport kiosk,6.8,5.0,65,0,0,middle,3,9,1,4
southwest,atl,dfw,114,delayed,1670,341.95,62,female,medium,leisure,economy,4,none,desk,6.7,3.0,96,0,0,window,16,8,3,2
american airlines,sea,jfk,108,on-time,1203,349.17,59,female,medium,leisure,business,0,none,desk,6.8,5.0,10,0,0,window,12,5,0,6
delta,den,lax,241,on-time,1150,366.94,53,male,medium,emergency,premium economy,0,none,mobile app,7.9,4.0,93,0,1,window,11,1,5,7
southwest,den,atl,115,on-time,1212,393.41,73,male,medium,leisure,business,1,none,online,7.0,12.0,36,0,0,aisle,23,30,5,9
delta,den,ord,160,on-time,1267,474.52,52,female,high,leisure,economy,2,none,airport kiosk,9.3,43.0,2,0,0,aisle,21,8,5,2
american airlines,jfk,sfo,146,on-time,1059,353.25,65,male,medium,leisure,economy,2,none,online,7.5,6.0,50,0,0,middle,20,26,0,2
american airlines,lax,den,169,on-time,1386,449.25,49,female,medium,leisure,economy,0,none,airport kiosk,8.5,14.0,81,0,0,window,15,19,0,6
american airlines,ord,den,190,on-time,1713,332.63,24,male,low,family,first,0,platinum,airport kiosk,5.6,6.0,89,0,0,window,1,30,5,12
united,atl,jfk,242,on-time,1730,441.56,53,male,low,family,economy,2,silver,desk,4.3,1.0,28,0,0,middle,8,21,1,11
jetblue,den,sea,206,on-time,1644,338.12,65,male,low,emergency,economy,3,none,desk,5.2,3.0,66,0,0,middle,21,6,5,7
jetblue,ord,den,176,on-time,1993,412.26,37,male,low,emergency,economy,1,platinum,desk,7.5,2.0,0,0,0,aisle,22,1,1,8
united,den,sea,116,on-time,1510,261.0,49,female,low,emergency,economy,2,silver,mobile app,8.3,24.0,35,0,1,aisle,11,20,1,6
american airlines,lax,dfw,112,delayed,1273,684.6,24,female,high,family,business,4,gold,airport kiosk,8.4,6.0,57,0,0,middle,5,30,1,1
jetblue,ord,sfo,136,on-time,1220,207.56,35,female,low,emergency,premium economy,1,none,desk,4.8,18.0,31,0,0,window,9,3,4,5
delta,ord,sea,136,on-time,978,212.07,29,male,medium,leisure,economy,1,silver,mobile app,6.5,18.0,24,0,0,aisle,11,17,5,6
american airlines,den,sea,174,delayed,830,320.87,69,female,low,business,economy,2,gold,desk,7.2,7.0,29,0,0,middle,3,19,2,2
southwest,dfw,den,208,on-time,1082,427.39,34,female,medium,family,economy,2,none,desk,6.6,9.0,24,0,0,aisle,17,28,1,1
delta,den,sea,211,on-time,1036,403.79,70,male,low,leisure,economy,1,gold,mobile app,7.6,1.0,9,0,0,aisle,14,21,2,8
american airlines,ord,lax,71,on-time,1225,392.03,52,female,high,leisure,economy,2,none,desk,9.1,8.0,76,0,0,middle,10,27,2,11
jetblue,dfw,ord,166,on-time,1513,450.06,47,female,medium,leisure,economy,0,none,mobile app,9.3,8.0,88,0,0,middle,0,10,2,7
delta,dfw,dfw,149,on-time,1719,363.29,57,female,medium,emergency,premium economy,0,platinum,desk,4.8,36.0,43,0,0,window,1,31,1,12
jetblue,lax,sfo,296,delayed,1119,261.45,60,male,medium,family,economy,2,none,online,6.5,1.0,107,1,0,window,13,19,2,2
united,lax,sea,54,on-time,1079,316.22,30,male,medium,emergency,economy,0,platinum,airport kiosk,9.1,7.0,43,0,0,aisle,20,21,6,1
united,sfo,dfw,195,on-time,1282,374.31,29,female,high,family,economy,1,gold,desk,7.7,1.0,77,0,0,aisle,5,7,5,12
delta,lax,sfo,195,on-time,967,126.5,34,female,low,family,premium economy,1,none,desk,7.0,3.0,96,0,1,aisle,16,4,4,8
united,jfk,jfk,174,on-time,763,320.71,49,female,low,business,economy,0,none,airport kiosk,9.0,17.0,58,0,0,window,13,5,5,8
united,sea,sea,236,on-time,1436,348.97,43,male,high,emergency,economy,1,none,mobile app,5.4,2.0,98,0,0,aisle,20,2,3,11
jetblue,ord,atl,-2,on-time,940,433.74,53,male,medium,emergency,economy,1,silver,airport kiosk,6.8,10.0,93,0,1,middle,2,29,5,7
southwest,sea,jfk,144,cancelled,1127,140.95,59,female,high,family,economy,1,gold,online,7.7,19.0,48,0,0,aisle,0,26,5,10
delta,jfk,dfw,15,on-time,1518,479.8,53,male,low,family,premium economy,3,none,mobile app,7.9,3.0,111,0,0,middle,16,12,0,2
jetblue,den,lax,199,on-time,1283,410.37,60,male,high,business,premium economy,0,platinum,airport kiosk,7.6,4.0,99,0,0,middle,13,20,5,5
delta,lax,sfo,164,on-time,1316,324.99,57,male,high,business,premium economy,1,gold,mobile app,7.7,0.0,46,0,0,window,12,4,4,4
southwest,lax,den,336,delayed,1254,397.45,39,male,low,family,economy,0,platinum,desk,4.5,3.0,96,0,0,aisle,14,16,3,5
delta,den,den,194,on-time,972,394.96,53,female,medium,family,business,2,silver,mobile app,5.6,1.0,49,0,0,window,2,27,6,8
jetblue,jfk,sea,146,on-time,1261,232.74,29,male,high,business,economy,0,gold,airport kiosk,4.5,7.0,102,0,0,aisle,8,11,6,2
delta,ord,sfo,88,on-time,1465,485.38,43,female,low,emergency,premium economy,1,gold,desk,6.6,0.0,78,0,0,aisle,22,18,2,9
american airlines,sfo,ord,302,on-time,1135,332.95,78,female,low,leisure,premium economy,2,none,mobile app,9.4,3.0,61,0,0,middle,13,31,2,1
southwest,atl,den,199,on-time,1393,243.85,63,female,high,emergency,premium economy,0,none,online,6.9,49.0,62,0,1,window,22,30,5,12
delta,dfw,dfw,226,on-time,1442,261.22,23,male,high,emergency,economy,1,platinum,online,7.3,6.0,78,0,0,aisle,4,17,1,9
american airlines,sea,jfk,164,on-time,735,400.87,77,female,medium,leisure,business,0,platinum,desk,9.7,12.0,67,0,0,window,8,22,5,3
southwest,ord,den,59,on-time,1107,145.37,46,male,medium,business,economy,0,platinum,online,7.7,5.0,56,0,0,window,8,1,5,2
southwest,ord,atl,177,cancelled,1211,434.4,74,male,high,emergency,economy,0,gold,online,6.4,5.0,108,0,1,middle,19,30,0,10
jetblue,jfk,sfo,115,cancelled,1646,352.76,69,male,medium,leisure,first,0,none,desk,4.8,6.0,52,0,0,window,15,17,6,9
jetblue,lax,sfo,231,delayed,1357,193.19,44,female,medium,emergency,economy,1,gold,online,6.1,9.0,89,0,0,window,9,22,1,10
delta,ord,ord,225,on-time,1222,395.02,73,female,medium,emergency,economy,1,gold,airport kiosk,5.6,17.0,76,0,0,aisle,22,23,3,5
american airlines,sfo,atl,271,on-time,802,386.63,47,male,low,emergency,economy,0,silver,desk,6.3,2.0,109,0,0,middle,17,22,6,10
delta,sea,jfk,189,on-time,868,341.56,36,male,low,leisure,economy,1,none,online,7.5,3.0,46,0,0,window,21,3,5,2
united,sea,jfk,75,on-time,1374,243.62,28,female,medium,business,economy,0,none,mobile app,4.8,8.0,105,0,0,middle,12,27,6,8
delta,atl,dfw,204,on-time,999,459.7,56,female,medium,leisure,economy,1,gold,desk,6.5,4.0,68,0,0,middle,4,26,2,7
american airlines,sea,sea,176,on-time,1018,266.21,47,female,medium,leisure,premium economy,1,silver,desk,5.3,4.0,14,0,0,middle,9,8,5,7
delta,jfk,den,171,cancelled,1265,284.66,63,male,high,business,economy,2,silver,online,7.3,1.0,21,0,0,middle,1,25,5,1
american airlines,sea,jfk,254,on-time,931,364.68,44,male,high,emergency,economy,1,platinum,mobile app,7.5,12.0,83,0,0,window,1,14,2,6
american airlines,jfk,atl,69,on-time,1462,376.33,39,male,medium,emergency,economy,0,silver,mobile app,8.5,30.0,75,0,1,window,23,17,0,6
delta,jfk,sea,152,on-time,1060,498.87,25,male,low,family,economy,0,silver,mobile app,6.8,22.0,35,0,0,aisle,12,6,1,2
southwest,sfo,den,263,delayed,1816,310.95,48,male,low,family,economy,1,platinum,online,4.7,24.0,80,0,0,middle,4,3,0,7
american airlines,dfw,ord,145,on-time,944,313.51,40,male,medium,emergency,economy,0,gold,airport kiosk,5.4,5.0,70,0,0,window,16,22,0,4
united,den,jfk,157,on-time,1502,518.25,37,female,medium,business,economy,0,none,desk,6.6,6.0,90,0,1,middle,16,29,6,10
southwest,dfw,sfo,243,on-time,1049,335.96,66,male,low,leisure,business,1,none,online,10.0,5.0,86,0,0,middle,7,22,1,8
delta,den,jfk,211,on-time,1002,355.86,29,female,medium,leisure,business,1,none,desk,5.1,26.0,100,0,0,middle,12,2,5,11
american airlines,atl,dfw,186,delayed,1417,430.49,67,male,medium,leisure,first,1,gold,airport kiosk,9.0,25.0,97,0,0,window,3,23,6,3
delta,jfk,lax,219,on-time,610,442.19,74,female,high,emergency,economy,0,none,desk,5.5,3.0,65,0,0,aisle,3,23,6,3
united,lax,ord,190,on-time,1066,503.37,46,male,low,business,economy,1,none,airport kiosk,5.3,1.0,57,0,0,middle,1,6,2,3
jetblue,dfw,dfw,233,on-time,1787,479.22,46,male,low,family,first,1,platinum,online,8.5,34.0,73,0,0,window,0,25,3,5
american airlines,sfo,ord,191,on-time,1120,401.9,60,female,medium,emergency,economy,0,none,airport kiosk,5.6,1.0,31,0,0,middle,13,14,2,8
jetblue,den,dfw,219,on-time,2186,556.36,59,male,low,family,economy,3,silver,desk,7.7,7.0,76,0,0,window,16,14,4,2
american airlines,atl,sea,212,on-time,1521,315.74,57,male,medium,business,economy,3,none,online,7.4,1.0,107,0,0,window,7,4,5,5
jetblue,lax,dfw,177,on-time,1058,410.87,44,male,medium,emergency,economy,2,platinum,airport kiosk,4.6,18.0,112,0,0,aisle,18,21,2,8
jetblue,lax,sfo,189,delayed,1766,368.55,48,female,medium,leisure,economy,3,none,airport kiosk,6.4,1.0,55,0,1,middle,21,14,4,3
jetblue,sfo,ord,34,on-time,1102,367.1,42,female,medium,emergency,premium economy,1,none,airport kiosk,10.0,18.0,7,0,0,aisle,8,5,5,8
southwest,atl,sea,177,delayed,1474,174.71,29,male,high,family,economy,2,none,desk,8.4,4.0,37,0,0,middle,2,15,3,8
southwest,atl,lax,143,on-time,1157,285.11,61,male,high,family,economy,0,silver,online,7.0,14.0,81,0,1,aisle,3,10,4,5
jetblue,jfk,ord,222,on-time,1300,385.18,29,male,high,family,premium economy,0,silver,online,4.8,0.0,61,0,0,aisle,4,6,2,3
southwest,atl,atl,171,on-time,1081,392.48,42,male,medium,leisure,economy,1,silver,desk,4.9,7.0,78,0,0,window,11,8,3,2
